fight_id,event_name,fight_date,location,weight_class,winner,win_method,detail,round,end_time,referee
1888,UFC on FX: Alves vs Kampmann,"March 02, 2012","Sydney, New South Wales, Australia",Middleweight Bout,Constantinos Philippou,Decision - Unanimous,Sal D'amato28 - 29.Anthony Dimitriou28 - 29.Howard Hughes28 - 29.,3,5:00,John Sharp
1889,UFC on FX: Alves vs Kampmann,"March 02, 2012","Sydney, New South Wales, Australia",Flyweight Bout,Draw,Decision - Majority,Sal D'amato28 - 28.Anthony Dimitriou29 - 29.Kon Papaioannou28 - 29.,3,5:00,Leon Roberts
1890,UFC on FX: Alves vs Kampmann,"March 02, 2012","Sydney, New South Wales, Australia",Flyweight Bout,Joseph Benavidez,KO/TKO,Punch to Head At Distance,2,0:11,Steve Perceval
1891,UFC on FX: Alves vs Kampmann,"March 02, 2012","Sydney, New South Wales, Australia",Welterweight Bout,Martin Kampmann,Submission,Guillotine Choke From Mount,3,4:12,Herb Dean
1892,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Featherweight Bout,Jason Young,Decision - Unanimous,Hans Ersson28 - 30.Howard Hughes28 - 29.Chris Watts28 - 29.,3,5:00,Robert Sundel
1893,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Welterweight Bout,Simeon Thoresen,Submission,Rear Naked Choke,2,2:36,Marc Goddard
1894,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Lightweight Bout,Reza Madadi,Submission,Guillotine Choke On Ground,2,1:28,Marko Gyllenland
1895,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Middleweight Bout,Francis Carmont,Submission,Rear Naked Choke,2,1:42,Kristian Hacklou
1896,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Light Heavyweight Bout,Cyrille Diabate,Decision - Majority,Jim Bergman28 - 29.Mark Collett28 - 29.Howard Hughes28 - 28.,3,5:00,Leon Roberts
1897,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Welterweight Bout,James Head,Submission,Rear Naked Choke,1,4:33,Robert Sundel
1898,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Bantamweight Bout,Brad Pickett,Submission,Rear Naked Choke,2,4:05,Marko Gyllenland
1899,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Welterweight Bout,John Maguire,Submission,Armbar On Ground,2,4:40,Kristian Hacklou
1900,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Featherweight Bout,Dennis Siver,Decision - Unanimous,Mark Collett28 - 29.Chris Watts28 - 29.Tony Larsson28 - 29.,3,5:00,Marc Goddard
1901,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Welterweight Bout,Siyar Bahadurzada,KO/TKO,Punch to Head At Distance,1,0:42,Leon Roberts
1902,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Middleweight Bout,Brian Stann,KO/TKO,Punch to Head On Ground,1,2:26,Marc Goddard
1903,UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012","Stockholm, Sweden",Light Heavyweight Bout,Alexander Gustafsson,Decision - Unanimous,Mark Collett27 - 30.Howard Hughes27 - 30.Chris Watts28 - 29.,3,5:00,Leon Roberts
1904,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Featherweight Bout,Marcus Brimage,Decision - Split,Anthony Maness29 - 28.Richard Bertrand27 - 30.Chris Lee28 - 29.,3,5:00,Will Fisher
1905,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Welterweight Bout,Chris Clements,Decision - Split,Derek Cleary28 - 29.Ken Coffey29 - 28.Cardo Urso27 - 30.,3,5:00,Fernando Yamasaki
1906,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Lightweight Bout,Mac Danzig,Decision - Unanimous,Ken Coffey27 - 30.Chris Lee27 - 30.Cardo Urso28 - 29.,3,5:00,Blake Grice
1907,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Lightweight Bout,Anthony Njokuani,Decision - Unanimous,Richard Bertrand27 - 30.Derek Cleary27 - 30.Anthony Maness27 - 30.,3,5:00,Herb Dean
1908,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Welterweight Bout,Matt Brown,Decision - Unanimous,Derek Cleary27 - 30.Chris Lee26 - 30.Cardo Urso28 - 29.,3,5:00,Fernando Yamasaki
1909,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Heavyweight Bout,Travis Browne,Submission,Arm Triangle From Side Control,1,2:29,Mario Yamasaki
1910,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Lightweight Bout,Mark Bocek,Decision - Unanimous,Richard Bertrand27 - 30.Cardo Urso28 - 29.Ken Coffey27 - 30.,3,5:00,Blake Grice
1911,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Featherweight Bout,Eddie Yagin,Decision - Split,Chris Lee28 - 29.Cardo Urso29 - 28.Anthony Maness28 - 29.,3,5:00,Mario Yamasaki
1912,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Bantamweight Bout,Michael McDonald,KO/TKO,Punch to Head At Distance,1,3:18,Herb Dean
1913,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Heavyweight Bout,Ben Rothwell,KO/TKO,Punch to Head At Distance,1,1:10,Herb Dean
1914,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",Welterweight Bout,Rory MacDonald,KO/TKO,Punches to Head From Back Control,2,2:20,Mario Yamasaki
1915,UFC 145: Jones vs Evans,"April 21, 2012","Atlanta, Georgia, USA",UFC Light Heavyweight Title Bout,Jon Jones,Decision - Unanimous,Derek Cleary46 - 49.Chris Lee46 - 49.Richard Bertrand45 - 50.,5,5:00,Herb Dean
1916,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Middleweight Bout,Karlos Vemola,Submission,Rear Naked Choke,2,1:07,Dan Miragliotta
1917,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Bantamweight Bout,Roland Delorme,Submission,Rear Naked Choke,1,4:59,Keith Peterson
1918,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Featherweight Bout,Dennis Bermudez,Decision - Unanimous,Romulo Bittencourt27 - 30.Tony Tamburrino27 - 30.Cardo Urso27 - 30.,3,5:00,Kevin Mulhall
1919,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Lightweight Bout,Danny Castillo,Decision - Unanimous,Jeff Blatnick27 - 30.Michael Depasquale27 - 30.Dave Tirelli27 - 30.,3,5:00,Kevin Mulhall
1920,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Flyweight Bout,Louis Gaudinot,Submission,Guillotine Choke After Drop to Guard,2,4:54,Keith Peterson
1921,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Welterweight Bout,John Hathaway,Decision - Unanimous,Romulo Bittencourt28 - 29.Ricardo Almeida27 - 30.Dave Tirelli27 - 30.,3,5:00,Kevin Mulhall
1922,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Flyweight Bout,John Dodson,Decision - Unanimous,Ricardo Almeida28 - 29.Tony Tamburrino28 - 29.Dave Tirelli28 - 29.,3,5:00,Keith Peterson
1923,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Lightweight Bout,Michael Johnson,Decision - Unanimous,Ricardo Almeida27 - 30.Jeff Blatnick27 - 30.Cardo Urso27 - 30.,3,5:00,Dan Miragliotta
1924,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Heavyweight Bout,Lavar Johnson,KO/TKO,Punches to Head In Clinch,1,4:38,Dan Miragliotta
1925,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Middleweight Bout,Alan Belcher,KO/TKO,Punches to Head From Guard,1,4:18,Dan Miragliotta
1926,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Welterweight Bout,Johny Hendricks,Decision - Split,Jeff Blatnick28 - 29.Ricardo Almeida29 - 28.Cardo Urso28 - 29.,3,5:00,Kevin Mulhall
1927,UFC on FOX: Diaz vs Miller,"May 05, 2012","East Rutherford, New Jersey, USA",Lightweight Bout,Nate Diaz,Submission,Guillotine Choke After Drop to Ground,2,4:09,Keith Peterson
1928,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Bantamweight Bout,Francisco Rivera,Decision - Unanimous,Brian Costello27 - 30.Sal D'amato27 - 30.Eric Colon27 - 30.,3,5:00,Rick McCoy
1929,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Bantamweight Bout,Johnny Eduardo,Decision - Unanimous,Jeff Blatnick28 - 29.Brian Costello28 - 29.Eric Colon28 - 29.,3,5:00,Rick McCoy
1930,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Lightweight Bout,Rafael Dos Anjos,Submission,Rear Naked Choke,1,1:40,Todd McGovern
1931,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Lightweight Bout,TJ Grant,Decision - Unanimous,Brian Costello27 - 30.Sal D'amato27 - 30.Cardo Urso27 - 30.,3,5:00,Mario Yamasaki
1932,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Lightweight Bout,Cody McKenzie,Submission,Guillotine Choke From Bottom Guard,1,3:05,Keith Peterson
1933,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Middleweight Bout,Brad Tavares,Decision - Unanimous,Eric Colon28 - 29.Brian Costello28 - 29.Sal D'amato28 - 29.,3,5:00,Dan Miragliotta
1934,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Middleweight Bout,Tom Lawlor,KO/TKO,Punch to Head At Distance,1,0:50,Todd McGovern
1935,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Light Heavyweight Bout,Igor Pokrajac,Decision - Unanimous,Jeff Blatnick28 - 29.Sal D'amato27 - 30.Eric Colon28 - 29.,3,5:00,Dan Miragliotta
1936,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Bantamweight Bout,Yves Jabouin,Decision - Unanimous,Brian Costello27 - 30.Jeff Blatnick26 - 30.Cardo Urso27 - 30.,3,5:00,Todd McGovern
1937,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Lightweight Bout,Donald Cerrone,Decision - Unanimous,Jeff Blatnick27 - 30.Sal D'amato27 - 30.Cardo Urso27 - 30.,3,5:00,Mario Yamasaki
1938,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Welterweight Bout,Amir Sadollah,Decision - Split,Sal D'amato28 - 29.Jeff Blatnick29 - 28.Cardo Urso28 - 29.,3,5:00,Keith Peterson
1939,UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012","Fairfax, Virginia, USA",Featherweight Bout,Chan Sung Jung,Submission,"D'Arce Choke From Front Headlock
      Technical Submission",4,1:07,Dan Miragliotta
1940,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Featherweight Bout,Mike Brown,Decision - Unanimous,Adalaide Byrd28 - 29.Lester Griffin28 - 29.Junichiro Kamijo28 - 29.,3,5:00,Yves Lavigne
1941,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Light Heavyweight Bout,Glover Teixeira,Submission,Arm Triangle From Side Control,1,1:53,Steve Mazzagatti
1942,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Paul Sass,Submission,Triangle Armbar From Bottom,1,1:54,Herb Dean
1943,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Welterweight Bout,Dan Hardy,KO/TKO,Punch to Head At Distance,1,3:51,Josh Rosenthal
1944,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Middleweight Bout,CB Dollaway,Decision - Unanimous,Dave Hagen28 - 29.Lester Griffin26 - 30.Mark Smith28 - 29.,3,5:00,Yves Lavigne
1945,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Jamie Varner,KO/TKO,Punches to Head In Clinch,1,3:23,Steve Mazzagatti
1946,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Featherweight Bout,Darren Elkins,Decision - Unanimous,Mark Smith28 - 29.Glenn Trowbridge28 - 29.Tony Weeks28 - 29.,3,5:00,Herb Dean
1947,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Heavyweight Bout,Stefan Struve,Submission,Armbar On Ground,1,1:05,Josh Rosenthal
1948,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Heavyweight Bout,Stipe Miocic,KO/TKO,Elbows to Head From Half Guard,2,3:14,Yves Lavigne
1949,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Heavyweight Bout,Roy Nelson,KO/TKO,Punch to Head At Distance,1,0:51,Steve Mazzagatti
1950,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",Heavyweight Bout,Cain Velasquez,KO/TKO,Punches to Head From Mount,1,3:36,Josh Rosenthal
1951,UFC 146: Dos Santos vs Mir,"May 26, 2012","Las Vegas, Nevada, USA",UFC Heavyweight Title Bout,Junior Dos Santos,KO/TKO,Punch to Head At Distance,2,3:04,Herb Dean
1952,The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",Bantamweight Bout,Erik Perez,Submission,Armbar On Ground,1,4:18,Kim Winslow
1953,The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Joe Proctor,KO/TKO,Knee to Head In Clinch,1,1:59,Herb Dean
1954,The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Sam Sicilia,KO/TKO,Knee to Head In Clinch,2,2:53,Chris Tognoni
1955,The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Myles Jury,Submission,Guillotine Choke On Ground,1,4:03,Kim Winslow
1956,The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Daron Cruickshank,Decision - Unanimous,Point Deducted: Illegal Knee by TickleSal D'amato27 - 29.Patricia Morse-Jarman27 - 29.Mark Smith27 - 29.,3,5:00,Steve Mazzagatti
1957,The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Justin Lawrence,KO/TKO,Kick to Head At Distance,3,0:19,Herb Dean
1958,The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",Featherweight Bout,Max Holloway,Decision - Unanimous,Chris Lee27 - 30.Patricia Morse-Jarman27 - 30.Marcos Rosales27 - 30.,3,5:00,Chris Tognoni
1959,The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",Featherweight Bout,Charles Oliveira,Submission,Anaconda Choke On Ground,2,2:42,Kim Winslow
1960,The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",Ultimate Fighter 15 Lightweight Tournament Title Bout,Michael Chiesa,Submission,"Rear Naked Choke
      Technical Submission",1,2:47,Herb Dean
1961,The Ultimate Fighter: Live Finale,"June 01, 2012","Las Vegas, Nevada, USA",Welterweight Bout,Martin Kampmann,KO/TKO,Knee to Head In Clinch,2,1:40,Steve Mazzagatti
1962,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Welterweight Bout,Sean Pierson,Decision - Unanimous,Rich Coreen28 - 29.Hector Gomez28 - 29.Barry Luxenberg28 - 29.,3,5:00,Chris Adams
1963,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Lightweight Bout,Henry Martinez,Decision - Split,Chris Lee27 - 30.Richard Davis28 - 29.Ric Bays29 - 28.,3,5:00,Frank Gentile
1964,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Middleweight Bout,Buddy Roberts,Decision - Unanimous,Rich Coreen27 - 30.Hector Gomez27 - 30.Barry Luxenberg28 - 29.,3,5:00,Troy Waugh
1965,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Lightweight Bout,Tim Means,KO/TKO,Punches to Head On Ground,1,1:06,Chris Adams
1966,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Bantamweight Bout,Dustin Pague,Submission,Rear Naked Choke,1,3:21,Frank Gentile
1967,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Featherweight Bout,Matt Grice,Decision - Unanimous,Ric Bays27 - 30.Richard Davis27 - 30.Chris Lee27 - 30.,3,5:00,Troy Waugh
1968,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Welterweight Bout,Seth Baczynski,Decision - Split,Barry Luxenberg30 - 27.Rich Coreen28 - 29.Hector Gomez28 - 29.,3,5:00,Chris Adams
1969,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Welterweight Bout,Mike Pierce,Decision - Unanimous,Ric Bays27 - 30.Richard Davis27 - 30.Chris Lee27 - 30.,3,5:00,Frank Gentile
1970,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Bantamweight Bout,Eddie Wineland,KO/TKO,Punch to Head At Distance,2,4:10,Troy Waugh
1971,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Welterweight Bout,Mike Pyle,KO/TKO,Punch to Head At Distance,1,4:56,Chris Adams
1972,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Welterweight Bout,Erick Silva,Submission,Rear Naked Choke,1,4:33,Frank Gentile
1973,UFC on FX: Johnson vs McCall,"June 08, 2012","Sunrise, Florida, USA",Flyweight Bout,Demetrious Johnson,Decision - Unanimous,Hector Gomez28 - 29.Chris Lee27 - 30.Barry Luxenberg28 - 29.,3,5:00,Troy Waugh
1974,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Bantamweight Bout,Ken Stone,Decision - Split,Carlos Rodriguez29 - 28.Henry Krawiec28 - 29.Jon Bilyk28 - 29.,3,5:00,Gasper Oliver
1975,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Welterweight Bout,Dan Miller,Submission,"Guillotine Choke After Drop to Guard
      Position - Mount",3,3:12,Dan Miragliotta
1976,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Welterweight Bout,Matt Brown,KO/TKO,Knees to Head In Clinch,2,4:20,Gasper Oliver
1977,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Middleweight Bout,Chris Camozzi,TKO - Doctor's Stoppage,Facial Cut,3,1:51,Dan Miragliotta
1978,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Featherweight Bout,Steven Siler,Submission,Guillotine Choke On Ground,1,2:47,Kevin Mulhall
1979,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Welterweight Bout,Rick Story,Decision - Unanimous,Henry Krawiec27 - 30.Carlos Rodriguez27 - 30.Jose Tabora27 - 30.,3,5:00,Dan Miragliotta
1980,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Lightweight Bout,Ramsey Nijem,KO/TKO,Punch to Head From Mount,1,2:29,Yves Lavigne
1981,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Featherweight Bout,Ricardo Lamas,Decision - Unanimous,Michelle Agustin28 - 29.Eric Colon28 - 29.Sue Sanidad28 - 29.,3,5:00,Yves Lavigne
1982,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Featherweight Bout,Cub Swanson,KO/TKO,Punch to Head In Clinch,2,4:14,Yves Lavigne
1983,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Welterweight Bout,Brian Ebersole,Decision - Unanimous,Jon Bilyk28 - 29.Vincent Sinclair28 - 29.Jose Tabora28 - 29.,3,5:00,Kevin Mulhall
1984,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Lightweight Bout,Sam Stout,Decision - Unanimous,Michelle Agustin27 - 30.Jon Bilyk27 - 30.Vincent Sinclair27 - 30.,3,5:00,Kevin Mulhall
1985,UFC on FX: Maynard vs Guida,"June 22, 2012","Atlantic City, New Jersey, USA",Lightweight Bout,Gray Maynard,Decision - Split,Eric Colon47 - 48.Jose Tabora48 - 47.Sue Sanidad47 - 48.,5,5:00,Dan Miragliotta
1986,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Featherweight Bout,Draw,Decision - Split,Chris Watts28 - 29.Howard Hughes29 - 28.Aaron Chatfield28 - 28.,3,5:00,Marc Goddard
1987,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Featherweight Bout,Marcos Vinicius,KO/TKO,Punches to Head In Clinch,3,1:04,Herb Dean
1988,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Middleweight Bout,Thiago Perpetuo,KO/TKO,Punch to Head At Distance,3,0:41,Mario Yamasaki
1989,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Featherweight Bout,Hugo Viana,Decision - Split,Mark Collett28 - 29.Rick Winter29 - 28.Howard Hughes28 - 29.,3,5:00,Marc Goddard
1990,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Middleweight Bout,Francisco Trinaldo,KO/TKO,Punches to Head On Ground,1,4:21,Herb Dean
1991,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Featherweight Bout,Rodrigo Damm,Submission,Rear Naked Choke,1,2:12,Mario Yamasaki
1992,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Featherweight Bout,Hacran Dias,Decision - Unanimous,Mark Collett28 - 29.Howard Hughes27 - 30.Chris Watts27 - 30.,3,5:00,Marc Goddard
1993,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Heavyweight Bout,Fabricio Werdum,KO/TKO,Punch to Head At Distance,1,2:28,Herb Dean
1994,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Ultimate Fighter Brazil 1 Featherweight Tournament Title Bout,Rony Jason,Decision - Unanimous,Aaron Chatfield28 - 29.Howard Hughes28 - 29.Rick Winter28 - 29.,3,5:00,Marc Goddard
1995,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Ultimate Fighter Brazil 1 Middleweight Tournament Title Bout,Cezar Ferreira,Decision - Unanimous,Aaron Chatfield28 - 29.Mark Collett27 - 30.Rick Winter27 - 30.,3,5:00,Herb Dean
1996,UFC 147: Silva vs Franklin 2,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",Catch Weight Bout,Rich Franklin,Decision - Unanimous,Mark Collett46 - 49.Howard Hughes46 - 49.Chris Watts46 - 49.,5,5:00,Mario Yamasaki
1997,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Rafaello Oliveira,Decision - Unanimous,Junichiro Kamijo28 - 29.Mark Smith28 - 29.Tony Weeks28 - 29.,3,5:00,Mario Yamasaki
1998,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Shane Roller,Decision - Unanimous,Adalaide Byrd28 - 29.Patricia Morse-Jarman28 - 29.Glenn Trowbridge28 - 29.,3,5:00,Josh Rosenthal
1999,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",Middleweight Bout,Constantinos Philippou,Decision - Unanimous,Jeff Collins27 - 30.Chris Lee27 - 30.Tony Weeks28 - 29.,3,5:00,Steve Mazzagatti
2000,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Khabib Nurmagomedov,Decision - Unanimous,Jeff Collins27 - 30.Mark Smith27 - 30.Glenn Trowbridge27 - 30.,3,5:00,Mario Yamasaki
2001,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",Lightweight Bout,Melvin Guillard,Decision - Unanimous,Adalaide Byrd27 - 30.Patricia Morse-Jarman27 - 30.Tony Weeks27 - 30.,3,5:00,Yves Lavigne
2002,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",Bantamweight Bout,Mike Easton,Decision - Unanimous,Junichiro Kamijo28 - 29.Chris Lee27 - 30.Mark Smith27 - 30.,3,5:00,Josh Rosenthal
2003,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",Featherweight Bout,Chad Mendes,KO/TKO,Punch to Body At Distance,1,0:31,Steve Mazzagatti
2004,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",Welterweight Bout,Demian Maia,KO/TKO,"to    
      Rib Injury",1,0:47,Mario Yamasaki
2005,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",Middleweight Bout,Cung Le,Decision - Unanimous,Junichiro Kamijo27 - 30.Mark Smith27 - 30.Glenn Trowbridge27 - 30.,3,5:00,Josh Rosenthal
2006,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",Light Heavyweight Bout,Forrest Griffin,Decision - Unanimous,Adalaide Byrd28 - 29.Jeff Collins28 - 29.Tony Weeks28 - 29.,3,5:00,Steve Mazzagatti
2007,UFC 148: Silva vs Sonnen 2,"July 07, 2012","Las Vegas, Nevada, USA",UFC Middleweight Title Bout,Anderson Silva,KO/TKO,Punch to Head In Clinch,2,1:55,Yves Lavigne
2008,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Bantamweight Bout,Raphael Assuncao,KO/TKO,Punch to Head At Distance,2,0:25,Jason McCoy
2009,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Welterweight Bout,Marcelo Guimaraes,Decision - Split,Steve Morrow29 - 28.Ray Balewicz28 - 29.Susan Thomas-Gitlin28 - 29.,3,5:00,Josh Rosenthal
2010,UFC on FUEL TV: Munoz vs Weidman,"July 11, 2012","San Jose, California, USA",Middleweight Bout,Andrew Craig,KO/TKO,Kick to Head At Distance,2,4:52,Marcos Rosales
