fight_id,event_name,fight_date,location,weight_class,winner,win_method,detail,round,end_time,referee
6695,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Saidyokub Kakhramonov,Decision - Unanimous,Tony Weeks26 - 30.Sal D'amato27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Chris Tognoni
6696,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Light Heavyweight Bout,Kennedy Nzechukwu,KO/TKO,Elbows to Head From Back Control,3,2:19,Mark Smith
6697,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Featherweight Bout,David Onama,Submission,Arm Triangle From Half Guard,2,3:13,Mike Beltran
6698,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Women's Flyweight Bout,Antonina Shevchenko,Decision - Split,Derek Cleary28 - 29.Junichiro Kamijo29 - 28.Adalaide Byrd28 - 29.,3,5:00,Chris Tognoni
6699,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Cody Brundage,KO/TKO,Punch to Head At Distance,1,3:50,Herb Dean
6700,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Jamie Mullarkey,Decision - Split,Derek Cleary28 - 29.Mike Bell29 - 28.Anthony Maness28 - 29.,3,5:00,Herb Dean
6701,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Aiemann Zahabi,Decision - Unanimous,Derek Cleary28 - 29.Doug Crosby28 - 29.Sal D'amato28 - 29.,3,5:00,Mike Beltran
6702,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Heavyweight Bout,Chase Sherman,KO/TKO,Punches to Head At Distance,3,3:10,Mark Smith
6703,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Said Nurmagomedov,Decision - Unanimous,Mike Bell27 - 30.Derek Cleary28 - 29.Adalaide Byrd28 - 29.,3,5:00,Herb Dean
6704,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Caio Borralho,Decision - Unanimous,Doug Crosby27 - 30.Sal D'amato27 - 30.Mike Bell28 - 29.,3,5:00,Mike Beltran
6705,UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Rafael Fiziev,KO/TKO,Punch to Head At Distance,5,0:18,Mark Smith
6706,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Women's Strawweight Bout,Emily Ducote,Decision - Unanimous,Doug Crosby28 - 29.Eric Colon28 - 29.Dave Tirelli27 - 30.,3,5:00,Jacob Montalvo
6707,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Middleweight Bout,Dustin Stoltzfus,Decision - Unanimous,Mike Bell28 - 29.Derek Cleary28 - 29.Chris Lee28 - 29.,3,5:00,Dan Miragliotta
6708,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Light Heavyweight Bout,Dustin Jacoby,KO/TKO,Punch to Head At Distance,1,3:13,Kevin MacDonald
6709,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Featherweight Bout,Bill Algeo,KO/TKO,"to    
      Knee Injury to Burns",2,1:50,Keith Peterson
6710,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Bantamweight Bout,Ricky Simon,Submission,Arm Triangle From Mount,2,3:28,Jacob Montalvo
6711,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Middleweight Bout,Punahele Soriano,KO/TKO,Punch to Head At Distance,2,0:28,Dan Miragliotta
6712,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Women's Flyweight Bout,Lauren Murphy,Decision - Unanimous,Doug Crosby27 - 30.Dave Tirelli27 - 30.Derek Cleary28 - 29.,3,5:00,Kevin MacDonald
6713,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Featherweight Bout,Shane Burgos,Decision - Majority,Eric Colon28 - 29.Chris Lee28 - 29.Mike Bell28 - 28.,3,5:00,Keith Peterson
6714,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Flyweight Bout,Matt Schnell,Submission,Triangle Choke From Guard,2,4:24,Jacob Montalvo
6715,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Welterweight Bout,Li Jingliang,KO/TKO,Punches to Head At Distance,2,4:38,Dan Miragliotta
6716,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Women's Strawweight Bout,Amanda Lemos,Submission,Guillotine Choke After Drop to Guard,2,1:48,Kevin MacDonald
6717,UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022","Elmont, New York, USA",Featherweight Bout,Yair Rodriguez,KO/TKO,"to    
      Shoulder injury",1,4:11,Keith Peterson
6718,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Welterweight Bout,Nicolas Dalby,Decision - Unanimous,Ben Cartlidge28 - 29.David Lethaby28 - 29.Anders Ohlsson27 - 29.,3,5:00,Lukasz Bosacki
6719,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Women's Flyweight Bout,Victoria Leonardo,Decision - Unanimous,Vito Paolillo27 - 30.Clemens Werner27 - 30.Cezary Wojciechowski27 - 30.,3,5:00,Daniel Movahedi
6720,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Lightweight Bout,Jai Herbert,Decision - Unanimous,Ben Cartlidge28 - 29.Anders Ohlsson28 - 29.Darryl Ransom28 - 29.,3,5:00,Herb Dean
6721,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Flyweight Bout,Muhammad Mokaev,Decision - Unanimous,David Lethaby27 - 30.Darryl Ransom27 - 30.Clemens Werner27 - 30.,3,5:00,Marc Goddard
6722,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Featherweight Bout,Jonathan Pearce,KO/TKO,Punches to Head On Ground,2,4:10,Daniel Movahedi
6723,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Featherweight Bout,Nathaniel Wood,Decision - Unanimous,David Lethaby26 - 30.Darryl Ransom26 - 30.Clemens Werner27 - 30.,3,5:00,Lukasz Bosacki
6724,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Lightweight Bout,Marc Diakiese,Decision - Unanimous,Vito Paolillo26 - 30.Cezary Wojciechowski26 - 30.Anders Ohlsson27 - 30.,3,5:00,Herb Dean
6725,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Lightweight Bout,Ludovit Klein,Decision - Unanimous,Ben Cartlidge27 - 30.Darryl Ransom27 - 30.Clemens Werner27 - 30.,3,5:00,Marc Goddard
6726,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Light Heavyweight Bout,Volkan Oezdemir,Decision - Unanimous,David Lethaby27 - 30.Vito Paolillo27 - 30.Cezary Wojciechowski27 - 30.,3,5:00,Lukasz Bosacki
6727,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Women's Flyweight Bout,Molly McCann,KO/TKO,Spinning Back Elbow to Head At Distance,1,3:52,Herb Dean
6728,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Light Heavyweight Bout,Nikita Krylov,KO/TKO,Punch to Head In Clinch,1,1:07,Marc Goddard
6729,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Lightweight Bout,Paddy Pimblett,Submission,Rear Naked Choke,2,2:46,Daniel Movahedi
6730,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Middleweight Bout,Jack Hermansson,Decision - Unanimous,Darryl Ransom28 - 29.Cezary Wojciechowski28 - 29.Clemens Werner27 - 30.,3,5:00,Marc Goddard
6731,UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022","London, England, United Kingdom",Heavyweight Bout,Curtis Blaydes,KO/TKO,"to    
      Knee Injury",1,0:15,Herb Dean
6732,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Welterweight Bout,Orion Cosce,Decision - Unanimous,Dan Mathisen28 - 29.Seth Fuller28 - 29.Kent Basinger28 - 29.,3,5:00,Jacob Montalvo
6733,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Light Heavyweight Bout,Nicolae Negumereanu,KO/TKO,Knees to Head In Clinch,2,3:33,Kerry Hatley
6734,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Women's Bantamweight Bout,Joselyne Edwards,Decision - Split,Seth Fuller27 - 30.Steve Armstrong29 - 28.Kent Basinger28 - 29.,3,5:00,Mike Beltran
6735,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Welterweight Bout,Michael Morales,KO/TKO,Punch to Head At Distance,3,1:09,Herb Dean
6736,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Lightweight Bout,Drakkar Klose,Decision - Unanimous,Kent Basinger28 - 29.Steve Armstrong28 - 29.Aaron Menard28 - 29.,3,5:00,Jacob Montalvo
6737,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Heavyweight Bout,Draw,Overturned,Failed Drug Test by AbdelwahabDan Mathisen29 - 28.Seth Fuller28 - 29.Kent Basinger29 - 28.,3,5:00,Kerry Hatley
6738,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Lightweight Bout,Drew Dober,KO/TKO,Punch to Body At Distance,3,1:30,Mike Beltran
6739,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Welterweight Bout,Alex Morono,Decision - Unanimous,Kent Basinger27 - 30.Seth Fuller28 - 29.Steve Armstrong28 - 29.,3,5:00,Dan Miragliotta
6740,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Light Heavyweight Bout,Magomed Ankalaev,KO/TKO,Punches to Head On Ground,2,3:09,Jacob Montalvo
6741,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Flyweight Bout,Alexandre Pantoja,Submission,Neck Crank Standing Back Control,1,1:31,Kerry Hatley
6742,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",Heavyweight Bout,Sergei Pavlovich,KO/TKO,Punches to Head At Distance,1,0:55,Dan Miragliotta
6743,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",UFC Interim Flyweight Title Bout,Brandon Moreno,KO/TKO,Kick to Body At Distance,3,4:34,Herb Dean
6744,UFC 277: Pena vs. Nunes 2,"July 30, 2022","Dallas, Texas, USA",UFC Women's Bantamweight Title Bout,Amanda Nunes,Decision - Unanimous,Jacob Montalvo45 - 50.Doug Crosby43 - 50.Sal D'amato44 - 50.,5,5:00,Mike Beltran
6745,UFC Fight Night: Santos vs. Hill,"August 06, 2022","Las Vegas, Nevada, USA",Women's Bantamweight Bout,Mayra Bueno Silva,Submission,Armbar From Guard,1,1:17,Chris Tognoni
6746,UFC Fight Night: Santos vs. Hill,"August 06, 2022","Las Vegas, Nevada, USA",Women's Strawweight Bout,Cory McKenna,Submission,Von Flue Choke From Side Control,2,1:03,Keith Peterson
6747,UFC Fight Night: Santos vs. Hill,"August 06, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Bryan Battle,KO/TKO,Kick to Head At Distance,1,0:44,Mark Smith
6748,UFC Fight Night: Santos vs. Hill,"August 06, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Michal Oleksiejczuk,KO/TKO,Punch to Head At Distance,1,1:56,Herb Dean
6749,UFC Fight Night: Santos vs. Hill,"August 06, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Terrance McKinney,Submission,Rear Naked Choke,1,2:17,Keith Peterson
6750,UFC Fight Night: Santos vs. Hill,"August 06, 2022","Las Vegas, Nevada, USA",Heavyweight Bout,Serghei Spivac,KO/TKO,Punches to Head From Back Control,2,3:42,Mark Smith
6751,UFC Fight Night: Santos vs. Hill,"August 06, 2022","Las Vegas, Nevada, USA",Women's Flyweight Bout,Juliana Miller,KO/TKO,Elbows to Head From Mount,3,3:57,Keith Peterson
6752,UFC Fight Night: Santos vs. Hill,"August 06, 2022","Las Vegas, Nevada, USA",Heavyweight Bout,Mohammed Usman,KO/TKO,Punch to Head At Distance,2,0:36,Mark Smith
6753,UFC Fight Night: Santos vs. Hill,"August 06, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Geoff Neal,KO/TKO,Punches to Head At Distance,3,2:01,Keith Peterson
6754,UFC Fight Night: Santos vs. Hill,"August 06, 2022","Las Vegas, Nevada, USA",Light Heavyweight Bout,Jamahal Hill,KO/TKO,Elbows to Head On Ground,4,2:31,Herb Dean
6755,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Bantamweight Bout,Draw,Decision - Majority,Chris Crail28 - 29.Sal D'amato28 - 28.Mike Bell28 - 28.,3,5:00,Herb Dean
6756,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Catch Weight Bout,Josh Quinlan,KO/TKO,Punch to Head At Distance,1,2:09,Frank Trigg
6757,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Flyweight Bout,Tyson Nam,KO/TKO,Punch to Head At Distance,1,2:59,Jason Herzog
6758,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Lightweight Bout,Gabriel Benitez,KO/TKO,Punches to Head From Mount,1,3:33,Mike Beltran
6759,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Women's Flyweight Bout,Nina Nunes,Decision - Split,Derek Cleary29 - 28.Junichiro Kamijo28 - 29.Chris Crail27 - 30.,3,5:00,Herb Dean
6760,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Heavyweight Bout,Martin Buday,Decision - Split,Sal D'amato28 - 29.Mike Bell29 - 28.Eliot Kelly28 - 29.,3,5:00,Frank Trigg
6761,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Catch Weight Bout,Angela Hill,Decision - Unanimous,Derek Cleary28 - 29.Junichiro Kamijo28 - 29.Chris Crail28 - 29.,3,5:00,Jason Herzog
6762,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Middleweight Bout,Gerald Meerschaert,Submission,Guillotine Choke On Ground,3,1:39,Mike Beltran
6763,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Women's Bantamweight Bout,Priscila Cachoeira,KO/TKO,Punches to Head At Distance,1,1:05,Herb Dean
6764,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Light Heavyweight Bout,Azamat Murzakanov,KO/TKO,Punch to Body At Distance,3,1:18,Frank Trigg
6765,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Women's Strawweight Bout,Yazmin Jauregui,Decision - Unanimous,Ron McCarthy27 - 30.Derek Cleary28 - 29.Sal D'amato28 - 29.,3,5:00,Jason Herzog
6766,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Featherweight Bout,Nate Landwehr,Decision - Majority,Mike Bell28 - 28.Junichiro Kamijo27 - 29.Derek Cleary27 - 29.,3,5:00,Mike Beltran
6767,UFC Fight Night: Vera vs. Cruz,"August 13, 2022","San Diego, California, USA",Bantamweight Bout,Marlon Vera,KO/TKO,Kick to Head At Distance,4,2:17,Herb Dean
6768,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Flyweight Bout,Victor Altamirano,KO/TKO,Punches to Head From Guard,1,3:39,Dave Seljestad
6769,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Bantamweight Bout,Aoriqileng,Decision - Unanimous,Sal D'amato28 - 29.Chris Lee28 - 29.Steve Faragher28 - 29.,3,5:00,Tyler Tomlinson
6770,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Flyweight Bout,Amir Albazi,Submission,Rear Naked Choke,1,4:34,Dave Seljestad
6771,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Welterweight Bout,Ange Loosa,Decision - Unanimous,Chris Lee28 - 29.Dan Furse28 - 29.Sal D'amato27 - 29.,3,5:00,Mike Beltran
6772,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Featherweight Bout,Draw,Decision - Split,Derek Cleary27 - 29.Mike Bell28 - 28.Rich Montanez29 - 27.,3,5:00,Mike Beltran
6773,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Lightweight Bout,Jared Gordon,Decision - Unanimous,Sal D'amato27 - 30.Derek Cleary27 - 30.Mike Bell27 - 30.,3,5:00,Herb Dean
6774,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Heavyweight Bout,Marcin Tybura,Decision - Majority,Sal D'amato28 - 29.Mike Bell28 - 29.Derek Cleary28 - 28.,3,5:00,Jason Herzog
6775,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Light Heavyweight Bout,Tyson Pedro,KO/TKO,Kick to Body At Distance,1,1:05,Mike Beltran
6776,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Women's Bantamweight Bout,Lucie Pudilova,KO/TKO,Elbows to Head From Mount,2,4:04,Herb Dean
6777,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Bantamweight Bout,Merab Dvalishvili,Decision - Unanimous,Sal D'amato28 - 29.Mike Bell27 - 30.Chris Lee28 - 29.,3,5:00,Jason Herzog
6778,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",Middleweight Bout,Paulo Costa,Decision - Unanimous,Derek Cleary27 - 30.Mike Bell27 - 30.Chris Lee27 - 30.,3,5:00,Mike Beltran
6779,UFC 278: Usman vs. Edwards,"August 20, 2022","Salt Lake City, Utah, USA",UFC Welterweight Title Bout,Leon Edwards,KO/TKO,Kick to Head At Distance,5,4:04,Herb Dean
6780,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Women's Featherweight Bout,Stephanie Egger,Submission,Rear Naked Choke,2,4:54,Loic Pora
6781,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Bantamweight Bout,Cristian Quinonez,KO/TKO,Punches to Head On Ground,1,3:15,Rich Mitchell
6782,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Lightweight Bout,Benoit Saint Denis,KO/TKO,Punch to Head At Distance,2,0:16,Jason Herzog
6783,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Lightweight Bout,Fares Ziam,Decision - Unanimous,Christophe Chapuis27 - 30.Clemens Werner27 - 30.Howard Hughes28 - 29.,3,5:00,Rich Mitchell
6784,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Lightweight Bout,Nasrat Haqparast,Decision - Unanimous,Derek Cleary27 - 30.Howard Hughes27 - 30.Mark Collett28 - 29.,3,5:00,Marc Goddard
6785,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Middleweight Bout,Abus Magomedov,KO/TKO,Punches to Head In Clinch,1,0:19,Loic Pora
6786,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Featherweight Bout,Nathaniel Wood,Decision - Unanimous,Howard Hughes27 - 30.Ahmed Korchi27 - 30.Mark Collett28 - 29.,3,5:00,Rich Mitchell
6787,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Featherweight Bout,William Gomis,Decision - Majority,David Lethaby28 - 29.Clemens Werner28 - 29.Christophe Chapuis29 - 29.,3,5:00,Jason Herzog
6788,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Middleweight Bout,Roman Kopylov,KO/TKO,Punches to Head At Distance,3,1:09,Rich Mitchell
6789,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Middleweight Bout,Nassourdine Imavov,Decision - Unanimous,Ben Cartlidge28 - 29.Mark Collett28 - 29.Derek Cleary27 - 30.,3,5:00,Marc Goddard
6790,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Middleweight Bout,Robert Whittaker,Decision - Unanimous,Mark Collett27 - 30.Howard Hughes27 - 30.Clemens Werner28 - 29.,3,5:00,Jason Herzog
6791,UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022","Paris, Ile-de-France, France",Heavyweight Bout,Ciryl Gane,KO/TKO,Punches to Head At Distance,3,4:23,Marc Goddard
6792,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Yohan Lainesse,Decision - Split,Mike Bell28 - 29.Ron McCarthy29 - 28.Tony Weeks28 - 29.,3,5:00,Mike Beltran
6793,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Women's Strawweight Bout,Elise Reed,Decision - Unanimous,Sal D'amato28 - 29.Adalaide Byrd28 - 29.Junichiro Kamijo28 - 29.,3,5:00,Mark Smith
6794,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Alatengheili,Decision - Unanimous,Mike Bell27 - 30.Chris Lee27 - 30.Ron McCarthy27 - 30.,3,5:00,Herb Dean
6795,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Women's Featherweight Bout,Norma Dumont,Decision - Unanimous,Doug Crosby27 - 30.Junichiro Kamijo27 - 30.Sal D'amato26 - 30.,3,5:00,Jason Herzog
6796,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Heavyweight Bout,Chris Barnett,KO/TKO,Punches to Head From Mount,2,2:24,Mark Smith
6797,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Middleweight Bout,Denis Tiuliulin,KO/TKO,Punches to Head On Ground,2,4:52,Mike Beltran
6798,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Catch Weight Bout,Jailton Almeida,Submission,Rear Naked Choke,1,4:27,Marc Goddard
6799,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Featherweight Bout,Julian Erosa,Decision - Unanimous,Doug Crosby27 - 30.Sal D'amato27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Herb Dean
6800,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Light Heavyweight Bout,Johnny Walker,Submission,Rear Naked Choke,1,4:37,Mike Beltran
6801,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Catch Weight Bout,Irene Aldana,KO/TKO,"Kick to Body From Bottom
      Upkick",3,2:21,Jason Herzog
6802,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Catch Weight Bout,Daniel Rodriguez,Decision - Split,Mike Bell28 - 29.Ron McCarthy29 - 28.Doug Crosby28 - 29.,3,5:00,Mark Smith
6803,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Catch Weight Bout,Khamzat Chimaev,Submission,D'Arce Choke On Ground,1,2:13,Herb Dean
6804,UFC 279: Diaz vs. Ferguson,"September 10, 2022","Las Vegas, Nevada, USA",Welterweight Bout,Nate Diaz,Submission,Guillotine Choke From Bottom Guard,4,2:52,Marc Goddard
6805,UFC Fight Night: Sandhagen vs. Song,"September 17, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Nikolas Motta,KO/TKO,Punch to Head At Distance,1,3:49,Chris Tognoni
6806,UFC Fight Night: Sandhagen vs. Song,"September 17, 2022","Las Vegas, Nevada, USA",Bantamweight Bout,Javid Basharat,Decision - Unanimous,Chris Lee28 - 29.Anthony Maness28 - 29.Junichiro Kamijo28 - 29.,3,5:00,Keith Peterson
6807,UFC Fight Night: Sandhagen vs. Song,"September 17, 2022","Las Vegas, Nevada, USA",Women's Flyweight Bout,Gillian Robertson,Submission,Rear Naked Choke,2,2:19,Mark Smith
6808,UFC Fight Night: Sandhagen vs. Song,"September 17, 2022","Las Vegas, Nevada, USA",Lightweight Bout,Trey Ogden,Decision - Unanimous,Doug Crosby27 - 30.Junichiro Kamijo27 - 30.Chris Lee28 - 29.,3,5:00,Herb Dean
