fight_id,fighter_id,round,kd,sub_att,reversals,ctr_time,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted
2982,329,2,0,0,0,00:00:11,14,41,22,50,0,0,8,32,4,7,2,2,12,37,2,4,0,0
2982,329,3,0,1,0,00:00:00,3,3,3,3,0,0,3,3,0,0,0,0,3,3,0,0,0,0
2982,488,1,0,0,0,00:03:50,12,19,23,30,1,1,9,16,1,1,2,2,2,5,3,3,7,11
2982,488,2,0,0,0,00:02:00,6,17,11,24,0,3,4,12,0,3,2,2,6,15,0,2,0,0
2982,488,3,0,0,0,00:00:17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2983,1154,1,0,0,0,00:00:00,64,149,64,149,0,0,46,128,4,6,14,15,63,148,1,1,0,0
2983,1154,2,0,0,0,00:00:00,16,36,20,40,0,0,9,28,3,3,4,5,13,32,3,4,0,0
2983,3758,1,0,0,0,00:00:00,22,80,22,81,0,0,16,71,0,3,6,6,22,80,0,0,0,0
2983,3758,2,0,0,0,00:00:00,6,18,7,19,0,0,5,17,1,1,0,0,4,16,2,2,0,0
2984,3087,1,0,0,0,00:00:01,16,49,16,49,0,1,5,29,1,3,10,17,16,47,0,2,0,0
2984,3087,2,0,0,0,00:00:06,12,54,12,54,0,0,7,42,2,2,3,10,12,52,0,2,0,0
2984,3087,3,0,1,0,00:00:18,10,27,15,32,1,1,7,21,0,0,3,6,10,27,0,0,0,0
2984,3216,1,0,0,0,00:00:29,11,38,11,38,2,2,8,33,2,2,1,3,9,35,1,1,1,2
2984,3216,2,0,0,0,00:00:00,13,43,13,43,0,1,10,39,3,4,0,0,13,43,0,0,0,0
2984,3216,3,0,2,1,00:03:00,14,30,24,44,1,1,10,25,4,5,0,0,6,20,0,0,8,10
2985,3372,1,0,3,0,00:01:44,12,26,12,26,1,1,9,20,2,4,1,2,10,23,2,3,0,0
2985,3372,2,0,2,0,00:01:47,3,9,9,17,1,4,2,7,1,2,0,0,1,5,2,3,0,1
2985,3372,3,0,0,0,00:00:25,19,48,20,49,0,1,9,31,5,10,5,7,18,46,1,2,0,0
2985,2692,1,0,0,0,00:00:42,10,24,10,24,0,0,4,14,3,6,3,4,7,19,1,2,2,3
2985,2692,2,0,0,0,00:01:35,5,8,19,24,0,0,0,1,2,2,3,5,1,3,2,2,2,3
2985,2692,3,0,0,0,00:00:00,18,40,18,40,0,1,9,28,5,6,4,6,17,39,1,1,0,0
2986,1336,1,0,0,0,00:01:39,12,18,15,22,2,2,10,16,0,0,2,2,2,7,1,1,9,10
2986,4104,1,0,2,1,00:01:11,4,7,7,10,0,0,1,2,1,2,2,3,3,6,0,0,1,1
2987,2674,1,0,0,0,00:01:27,30,52,32,54,0,0,20,39,8,8,2,5,4,17,22,28,4,7
2987,1621,1,0,0,0,00:00:48,8,20,10,22,1,3,7,18,0,0,1,2,6,13,2,7,0,0
2988,2139,1,1,1,1,00:00:51,14,25,16,27,0,0,2,13,9,9,3,3,6,17,5,5,3,3
2988,343,1,0,0,0,00:01:00,8,30,16,38,0,1,2,21,3,5,3,4,4,25,4,5,0,0
2989,1088,1,0,0,0,00:00:03,10,24,12,27,1,1,7,20,3,4,0,0,8,21,2,3,0,0
2989,1349,1,0,1,1,00:01:56,16,36,29,49,1,2,13,32,2,2,1,2,10,26,1,2,5,8
2990,4276,1,0,0,0,00:00:00,8,12,15,19,0,2,1,4,3,4,4,4,8,12,0,0,0,0
2990,4276,2,1,0,0,00:00:07,13,25,16,29,0,1,10,20,2,4,1,1,6,13,0,0,7,12
2990,1760,1,1,0,0,00:01:48,9,25,14,31,1,1,8,24,0,0,1,1,4,20,3,3,2,2
2990,1760,2,0,0,0,00:00:05,1,11,1,12,0,0,1,11,0,0,0,0,1,11,0,0,0,0
2991,3196,1,0,0,0,00:00:00,0,4,0,4,0,0,0,3,0,0,0,1,0,4,0,0,0,0
2991,682,1,1,0,0,00:00:06,10,15,10,15,0,0,10,15,0,0,0,0,3,6,0,0,7,9
2992,4140,1,0,3,1,00:01:46,28,51,66,95,0,2,25,47,1,2,2,2,3,5,11,19,14,27
2992,4140,2,0,0,0,00:03:21,14,28,54,84,1,2,12,22,2,6,0,0,3,9,9,17,2,2
2992,4140,3,0,0,0,00:02:27,19,29,47,62,2,2,18,27,1,2,0,0,1,3,7,13,11,13
2992,838,1,0,0,0,00:02:34,16,31,24,41,2,2,9,24,7,7,0,0,3,6,7,18,6,7
2992,838,2,0,0,0,00:00:54,7,10,18,22,3,3,3,6,4,4,0,0,2,5,3,3,2,2
2992,838,3,0,0,0,00:00:12,5,8,20,26,0,0,2,5,3,3,0,0,1,2,4,6,0,0
2993,1070,1,0,0,0,00:00:00,5,14,5,14,0,0,1,7,0,3,4,4,4,13,1,1,0,0
2993,187,1,1,1,0,00:00:44,12,26,12,26,1,1,8,20,2,4,2,2,7,19,2,3,3,4
2994,4178,1,0,0,1,00:00:15,11,40,14,43,0,0,8,32,1,6,2,2,11,38,0,1,0,1
2994,4178,2,0,0,0,00:00:00,15,47,15,47,0,0,12,36,0,5,3,6,15,47,0,0,0,0
2994,4178,3,0,0,0,00:00:00,14,53,14,53,0,0,12,48,2,5,0,0,14,53,0,0,0,0
2994,1624,1,2,0,0,00:00:58,6,10,10,15,0,0,5,8,1,2,0,0,4,7,0,1,2,2
2994,1624,2,0,0,0,00:00:02,5,35,5,35,0,1,2,29,1,4,2,2,5,35,0,0,0,0
2994,1624,3,0,0,0,00:00:00,14,40,14,40,0,0,4,20,2,10,8,10,13,37,1,3,0,0
2995,269,1,0,0,0,00:00:00,11,50,11,50,0,1,3,38,4,8,4,4,11,50,0,0,0,0
2995,269,2,0,0,0,00:00:09,19,66,19,66,0,0,10,47,3,12,6,7,17,63,2,3,0,0
2995,269,3,0,0,0,00:00:00,4,14,11,21,0,0,2,10,2,3,0,1,3,13,0,0,1,1
2995,2797,1,0,0,0,00:00:00,15,39,15,39,0,1,7,29,5,5,3,5,15,39,0,0,0,0
2995,2797,2,0,0,0,00:00:00,16,41,16,41,0,1,10,31,4,7,2,3,14,39,2,2,0,0
2995,2797,3,1,2,0,00:03:42,17,30,31,47,0,0,15,28,1,1,1,1,7,13,1,1,9,16
2996,2371,1,1,0,0,00:00:00,18,50,18,50,0,0,12,43,2,3,4,4,18,50,0,0,0,0
2996,2371,2,0,0,0,00:00:00,25,55,25,55,0,0,13,39,8,10,4,6,23,52,2,3,0,0
2996,2371,3,0,0,0,00:01:27,20,40,22,42,1,1,5,23,10,12,5,5,10,30,10,10,0,0
2996,761,1,0,0,0,00:00:00,5,18,5,18,0,0,4,17,1,1,0,0,5,18,0,0,0,0
2996,761,2,0,0,0,00:00:00,9,18,9,18,0,0,8,16,1,2,0,0,7,16,2,2,0,0
2996,761,3,0,0,0,00:00:10,6,20,6,20,0,0,1,12,4,7,1,1,1,12,5,8,0,0
2997,4322,1,0,0,0,00:00:32,22,28,41,47,0,1,15,20,5,5,2,3,4,8,17,19,1,1
2997,4322,2,0,0,0,00:01:06,32,46,39,53,0,1,23,37,7,7,2,2,11,22,21,24,0,0
2997,4322,3,0,0,0,00:03:27,14,27,24,40,0,1,11,20,2,4,1,3,6,14,7,12,1,1
2997,4128,1,0,0,0,00:03:39,27,41,39,53,0,2,15,29,5,5,7,7,4,10,22,30,1,1
2997,4128,2,0,0,0,00:01:43,35,54,45,64,0,2,25,41,8,9,2,4,12,22,23,32,0,0
2997,4128,3,0,0,0,00:00:14,18,26,36,48,0,1,11,17,6,7,1,2,6,12,12,14,0,0
2998,325,1,0,0,0,00:00:33,35,80,35,80,1,1,20,58,8,15,7,7,31,75,3,4,1,1
2998,325,2,0,0,0,00:00:14,34,66,35,67,0,1,26,55,4,6,4,5,25,56,9,9,0,1
2998,325,3,0,0,0,00:01:41,25,53,26,54,1,1,14,40,5,6,6,7,17,42,7,9,1,2
2998,2953,1,0,0,0,00:00:00,15,56,24,65,0,0,13,52,2,4,0,0,15,56,0,0,0,0
2998,2953,2,0,0,0,00:00:19,12,51,16,55,1,4,9,44,3,6,0,1,9,41,3,10,0,0
2998,2953,3,0,0,0,00:00:24,10,42,19,51,1,5,8,36,2,6,0,0,7,32,3,9,0,1
2999,3414,1,0,0,0,00:01:13,19,32,22,35,0,0,14,27,3,3,2,2,2,7,17,25,0,0
2999,2920,1,1,0,0,00:00:04,13,21,38,47,0,0,11,19,1,1,1,1,5,10,6,9,2,2
3000,3133,1,0,0,0,00:01:46,16,53,34,73,1,3,13,49,2,3,1,1,9,38,0,3,7,12
3000,3133,2,0,0,0,00:00:54,19,50,20,51,1,3,9,38,1,3,9,9,15,45,4,5,0,0
3000,3133,3,0,0,0,00:00:16,18,55,18,55,0,3,10,42,2,6,6,7,18,54,0,1,0,0
3000,581,1,0,0,0,00:00:03,25,47,41,63,1,1,22,44,3,3,0,0,19,40,2,3,4,4
3000,581,2,0,0,0,00:00:00,22,54,29,61,0,1,21,51,0,2,1,1,22,54,0,0,0,0
3000,581,3,0,0,0,00:00:01,24,48,24,48,0,0,22,44,2,4,0,0,21,45,3,3,0,0
3001,1488,1,0,0,0,00:00:02,17,40,17,40,0,1,10,25,3,7,4,8,17,40,0,0,0,0
3001,1488,2,0,0,0,00:00:00,17,43,17,43,0,1,8,32,3,5,6,6,17,43,0,0,0,0
3001,1488,3,0,0,0,00:00:00,16,40,16,40,0,0,9,29,4,7,3,4,16,40,0,0,0,0
3001,265,1,0,0,0,00:00:00,24,52,24,52,0,0,6,28,6,11,12,13,22,50,0,0,2,2
3001,265,2,0,0,0,00:00:00,16,41,16,41,0,0,10,29,1,4,5,8,16,39,0,2,0,0
3001,265,3,0,0,0,00:00:00,14,40,14,40,0,0,9,30,3,6,2,4,14,40,0,0,0,0
3002,1067,1,0,0,0,00:00:28,13,60,30,77,2,5,7,49,6,9,0,2,13,58,0,2,0,0
3002,1067,2,0,0,0,00:03:31,12,30,42,71,1,3,12,29,0,0,0,1,3,15,0,0,9,15
3002,1067,3,0,0,0,00:04:21,14,28,54,75,1,1,10,24,4,4,0,0,1,7,0,0,13,21
3002,1067,4,0,0,0,00:03:53,21,38,72,102,2,2,20,37,0,0,1,1,2,12,0,1,19,25
3002,1067,5,0,2,0,00:03:57,33,46,61,80,1,2,28,41,5,5,0,0,5,11,0,0,28,35
3002,3916,1,0,0,0,00:00:00,15,46,16,47,0,0,12,42,1,1,2,3,15,46,0,0,0,0
3002,3916,2,0,0,0,00:00:00,6,15,24,34,0,0,4,13,1,1,1,1,5,13,0,1,1,1
3002,3916,3,0,0,0,00:00:00,2,2,9,10,0,0,2,2,0,0,0,0,2,2,0,0,0,0
3002,3916,4,0,0,0,00:00:00,5,14,7,16,0,0,4,13,1,1,0,0,3,12,0,0,2,2
3002,3916,5,0,0,0,00:00:00,3,9,6,12,0,0,3,9,0,0,0,0,3,8,0,0,0,1
3003,4284,1,0,0,0,00:00:00,27,69,29,72,0,0,14,49,11,18,2,2,17,53,10,16,0,0
3003,4284,2,0,0,1,00:01:12,14,43,15,45,0,2,10,34,4,9,0,0,10,33,4,10,0,0
3003,4284,3,0,1,0,00:00:08,17,52,36,72,1,1,9,40,6,10,2,2,9,37,7,14,1,1
3003,735,1,0,0,0,00:00:19,31,90,32,91,1,1,14,57,8,19,9,14,22,76,8,10,1,4
3003,735,2,1,2,0,00:00:44,20,56,21,57,0,1,14,43,2,5,4,8,14,46,2,4,4,6
3003,735,3,0,0,0,00:01:30,9,47,9,47,2,3,4,35,2,8,3,4,6,41,3,5,0,1
3004,3116,1,0,1,0,00:00:02,12,49,15,52,0,1,10,44,1,4,1,1,8,41,4,8,0,0
3004,3116,2,0,1,0,00:01:24,42,79,55,94,0,0,38,74,2,3,2,2,23,54,6,7,13,18
3004,3116,3,0,0,0,00:00:09,24,72,26,74,0,0,21,68,3,4,0,0,23,71,1,1,0,0
3004,1688,1,1,0,0,00:02:42,15,40,19,44,1,1,10,30,3,7,2,3,10,29,0,0,5,11
3004,1688,2,0,0,0,00:01:19,7,26,21,40,1,4,4,21,2,3,1,2,6,21,0,0,1,5
3004,1688,3,0,0,0,00:00:21,14,58,14,58,0,4,8,48,6,9,0,1,10,54,4,4,0,0
3005,3072,1,0,1,0,00:01:22,5,10,16,21,1,2,3,7,2,3,0,0,0,1,5,9,0,0
3005,1145,1,0,0,0,00:03:09,11,16,25,33,1,2,5,9,5,6,1,1,1,4,10,12,0,0
3006,138,1,0,0,0,00:01:27,20,43,32,61,2,5,16,37,3,5,1,1,10,26,10,17,0,0
3006,138,2,0,0,0,00:02:43,16,34,35,53,2,3,10,27,6,7,0,0,8,24,8,10,0,0
3006,138,3,0,0,0,00:04:35,9,12,28,31,3,5,5,8,4,4,0,0,0,3,6,6,3,3
3006,1902,1,0,1,0,00:00:00,15,39,15,39,0,1,9,32,6,6,0,1,11,33,4,6,0,0
3006,1902,2,0,0,0,00:00:00,11,21,12,22,0,0,2,9,2,5,7,7,9,16,2,5,0,0
3006,1902,3,0,0,0,00:00:00,2,9,5,12,0,0,1,6,1,2,0,1,0,5,2,4,0,0
3007,1441,1,0,0,0,00:03:55,5,11,53,63,2,2,5,11,0,0,0,0,1,6,0,0,4,5
3007,1441,2,0,0,1,00:02:37,3,4,19,20,0,0,3,4,0,0,0,0,1,2,0,0,2,2
3007,3490,1,0,0,0,00:00:11,7,14,24,31,1,2,2,6,3,6,2,2,5,12,2,2,0,0
3007,3490,2,1,0,0,00:00:05,4,10,11,17,0,0,3,9,0,0,1,1,4,10,0,0,0,0
3008,1156,1,0,0,0,00:00:00,11,36,11,36,0,2,8,28,2,6,1,2,11,35,0,1,0,0
3008,1156,2,1,1,0,00:00:14,8,16,8,16,0,1,7,14,1,1,0,1,5,12,1,1,2,3
3008,3330,1,0,0,0,00:00:00,13,42,13,42,0,0,5,33,2,2,6,7,13,42,0,0,0,0
3008,3330,2,0,0,0,00:00:00,2,14,2,14,0,0,2,14,0,0,0,0,2,14,0,0,0,0
3009,1181,1,0,0,0,00:00:00,13,41,15,43,0,0,8,33,2,2,3,6,13,41,0,0,0,0
3009,1181,2,0,1,0,00:02:02,7,14,23,33,1,1,4,10,3,3,0,1,5,11,1,2,1,1
3009,4068,1,1,0,0,00:01:06,14,65,15,66,2,2,14,65,0,0,0,0,10,52,1,6,3,7
3009,4068,2,0,0,0,00:00:55,1,11,1,11,0,3,0,10,1,1,0,0,1,8,0,3,0,0
3010,1031,1,1,0,0,00:00:02,8,16,8,16,0,0,8,16,0,0,0,0,6,14,0,0,2,2
3010,1563,1,0,0,0,00:00:00,2,6,2,6,0,0,2,6,0,0,0,0,2,6,0,0,0,0
3011,489,1,0,0,0,00:01:41,25,37,36,51,1,1,24,36,1,1,0,0,2,6,1,1,22,30
3011,3580,1,0,0,0,00:00:49,5,13,6,14,1,3,3,6,1,3,1,4,4,12,1,1,0,0
3012,3115,1,0,0,0,00:00:00,15,29,22,36,0,0,12,25,2,3,1,1,14,28,1,1,0,0
3012,3115,2,0,1,1,00:00:03,15,29,21,35,0,0,14,28,1,1,0,0,13,25,2,4,0,0
3012,2564,1,0,0,0,00:03:43,19,43,49,81,1,6,12,35,6,6,1,2,11,34,6,7,2,2
3012,2564,2,0,0,0,00:00:38,8,35,10,38,0,2,4,27,4,8,0,0,4,26,4,9,0,0
3013,1634,1,0,0,0,00:03:16,14,29,33,50,1,5,8,22,1,2,5,5,10,21,4,8,0,0
3013,1634,2,0,1,0,00:01:57,35,63,39,67,1,3,14,40,3,5,18,18,26,50,8,11,1,2
3013,1634,3,0,0,0,00:01:30,26,57,28,59,2,2,18,47,0,0,8,10,26,57,0,0,0,0
3013,1634,4,0,0,0,00:01:43,23,49,23,49,1,3,15,40,1,2,7,7,22,48,1,1,0,0
3013,1634,5,0,0,0,00:01:55,13,30,22,39,0,4,11,27,1,1,1,2,13,30,0,0,0,0
3013,2168,1,0,0,0,00:00:00,34,52,43,61,0,0,13,31,21,21,0,0,7,21,27,31,0,0
3013,2168,2,0,0,0,00:00:00,13,29,18,34,0,0,11,25,2,3,0,1,11,25,0,2,2,2
3013,2168,3,0,0,0,00:00:00,8,17,13,22,0,0,5,9,3,8,0,0,6,15,2,2,0,0
3013,2168,4,0,0,0,00:00:17,19,40,30,51,0,0,17,38,2,2,0,0,13,31,1,2,5,7
3013,2168,5,0,0,0,00:00:45,42,63,63,85,0,0,25,45,17,18,0,0,17,36,6,8,19,19
3014,1944,1,0,0,0,00:02:22,14,34,17,38,0,2,8,23,3,7,3,4,11,30,3,4,0,0
3014,1944,2,0,0,0,00:01:32,13,32,21,41,0,4,4,18,4,7,5,7,10,27,3,5,0,0
3014,1944,3,0,0,0,00:01:42,14,25,22,34,2,6,3,11,4,7,7,7,5,13,9,12,0,0
3014,1675,1,1,0,0,00:00:38,29,50,40,62,0,0,18,36,7,10,4,4,14,29,15,21,0,0
3014,1675,2,0,0,0,00:01:29,45,68,55,80,0,0,32,52,10,13,3,3,11,22,29,39,5,7
3014,1675,3,0,0,1,00:02:15,33,41,45,57,0,1,18,25,14,15,1,1,7,12,24,27,2,2
3015,856,1,0,1,0,00:03:05,16,26,52,68,1,2,13,21,3,5,0,0,5,11,2,4,9,11
3015,658,1,0,0,0,00:01:13,12,15,12,15,1,1,5,7,2,3,5,5,6,7,5,6,1,2
3016,3073,1,1,0,0,00:00:12,31,65,31,65,0,0,20,44,8,15,3,6,29,62,2,3,0,0
3016,3073,2,0,0,0,00:00:13,26,55,26,55,0,0,17,43,7,10,2,2,21,48,5,7,0,0
3016,3073,3,0,0,0,00:00:13,39,76,41,80,1,1,20,50,14,21,5,5,39,76,0,0,0,0
3016,2366,1,0,0,0,00:00:04,16,54,16,54,0,1,4,36,5,9,7,9,13,50,3,4,0,0
3016,2366,2,0,0,0,00:00:00,15,47,16,48,0,0,1,25,5,10,9,12,13,45,2,2,0,0
3016,2366,3,0,0,0,00:00:00,6,44,6,44,0,1,2,36,1,5,3,3,6,44,0,0,0,0
3017,4336,1,0,0,0,00:00:28,37,81,44,89,0,0,8,38,12,17,17,26,31,71,6,10,0,0
3017,4336,2,0,0,0,00:01:30,33,74,49,92,1,2,13,41,7,13,13,20,28,66,5,8,0,0
3017,4336,3,0,0,0,00:03:40,39,68,54,90,1,2,20,40,8,11,11,17,11,27,19,26,9,15
3017,1557,1,0,0,0,00:00:23,31,47,36,52,0,1,12,22,9,12,10,13,28,42,3,5,0,0
3017,1557,2,0,0,0,00:00:19,20,47,20,47,0,2,8,29,5,6,7,12,19,45,1,2,0,0
3017,1557,3,0,0,0,00:00:00,7,17,7,17,0,0,2,9,3,4,2,4,3,10,4,7,0,0
3018,3251,1,0,0,0,00:00:57,16,24,27,38,0,1,8,15,2,3,6,6,3,7,13,17,0,0
3018,3251,2,0,0,0,00:00:01,9,17,13,24,0,1,7,13,0,1,2,3,8,16,0,0,1,1
3018,3251,3,0,0,0,00:00:03,44,77,50,85,0,0,30,61,4,6,10,10,32,59,12,18,0,0
3018,708,1,0,0,0,00:02:42,14,19,26,32,1,3,5,9,5,6,4,4,1,4,12,13,1,2
3018,708,2,0,1,0,00:03:13,14,26,24,40,0,1,12,23,2,3,0,0,7,18,2,2,5,6
3018,708,3,0,0,0,00:01:58,28,54,35,64,0,1,16,34,8,14,4,6,21,42,7,12,0,0
3019,1659,1,0,2,1,00:02:59,4,7,27,34,1,1,4,7,0,0,0,0,0,3,0,0,4,4
3019,1659,2,0,1,1,00:01:57,4,7,21,30,0,0,4,6,0,1,0,0,1,3,0,0,3,4
3019,1093,1,0,1,1,00:01:49,3,4,6,9,1,1,3,4,0,0,0,0,0,1,1,1,2,2
3019,1093,2,0,0,0,00:00:56,1,1,1,1,1,2,0,0,1,1,0,0,1,1,0,0,0,0
3020,3069,1,0,0,0,00:02:47,8,15,32,39,3,4,8,13,0,1,0,1,1,4,0,0,7,11
3020,3069,2,0,0,1,00:01:12,17,55,26,71,0,2,8,42,4,6,5,7,9,44,3,4,5,7
3020,3069,3,0,0,0,00:02:43,14,28,36,56,1,2,8,21,4,5,2,2,9,23,3,3,2,2
3020,2423,1,0,0,0,00:01:47,8,11,11,14,0,0,6,9,0,0,2,2,2,3,0,0,6,8
3020,2423,2,0,0,0,00:00:30,28,54,46,73,1,2,24,49,0,0,4,5,22,44,0,3,6,7
3020,2423,3,0,0,0,00:00:00,19,37,19,37,0,0,14,31,2,3,3,3,18,35,1,2,0,0
3021,3189,1,0,0,0,00:00:00,15,46,15,46,0,0,2,26,4,7,9,13,15,46,0,0,0,0
3021,2547,1,1,1,0,00:00:27,25,66,25,66,0,0,8,40,9,17,8,9,21,59,1,1,3,6
3022,2869,1,0,0,0,00:00:00,17,40,17,40,0,0,8,22,0,2,9,16,16,39,1,1,0,0
3022,2869,2,0,0,0,00:00:02,1,7,1,7,0,0,1,7,0,0,0,0,1,6,0,0,0,1
3022,815,1,0,0,0,00:00:23,22,55,22,55,2,3,10,41,6,8,6,6,21,54,1,1,0,0
3022,815,2,0,0,0,00:00:00,1,4,1,4,0,0,1,4,0,0,0,0,1,4,0,0,0,0
3023,3855,1,0,0,0,00:03:33,13,19,15,21,0,0,10,15,2,2,1,2,8,13,0,0,5,6
3023,3855,2,0,0,0,00:00:53,11,21,11,21,0,0,8,17,1,2,2,2,2,7,6,6,3,8
3023,3855,3,0,0,0,00:01:53,24,39,29,46,0,0,16,27,5,7,3,5,15,27,0,0,9,12
3023,2924,1,0,1,0,00:00:26,12,18,21,27,0,1,8,13,4,5,0,0,4,10,5,5,3,3
3023,2924,2,0,2,0,00:03:32,15,20,30,37,1,1,9,14,5,5,1,1,6,7,6,8,3,5
3023,2924,3,0,0,0,00:01:25,16,29,23,36,1,5,8,19,3,5,5,5,10,22,4,4,2,3
3024,1131,1,0,0,0,00:00:41,19,54,34,72,3,4,14,45,5,8,0,1,8,36,8,15,3,3
3024,1131,2,0,0,0,00:03:09,19,31,57,80,1,2,18,29,1,2,0,0,3,9,3,6,13,16
3024,1131,3,0,1,0,00:01:13,4,5,16,28,1,1,4,5,0,0,0,0,0,0,0,0,4,5
3024,2794,1,0,0,0,00:00:18,18,47,18,47,1,2,10,35,6,9,2,3,14,40,4,7,0,0
3024,2794,2,0,0,0,00:00:05,9,23,10,24,0,1,5,16,2,5,2,2,7,16,0,3,2,4
3024,2794,3,0,0,0,00:00:00,1,2,1,2,0,0,1,2,0,0,0,0,1,2,0,0,0,0
3025,364,1,0,0,0,00:00:26,4,9,5,12,1,1,4,8,0,1,0,0,0,2,0,0,4,7
3025,1111,1,0,3,0,00:00:00,0,2,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0
3026,648,1,1,0,0,00:00:20,24,44,27,47,0,0,13,30,7,10,4,4,19,34,2,2,3,8
3026,648,2,0,0,0,00:00:00,22,48,22,48,0,0,15,40,7,8,0,0,18,37,4,11,0,0
3026,648,3,0,0,0,00:00:00,26,53,27,54,0,2,15,39,10,13,1,1,13,35,13,18,0,0
3026,2038,1,0,0,0,00:00:00,6,31,6,31,0,1,5,26,1,5,0,0,5,30,1,1,0,0
3026,2038,2,0,0,0,00:00:00,6,58,6,58,0,0,5,54,1,4,0,0,6,58,0,0,0,0
3026,2038,3,0,0,0,00:00:00,13,72,13,72,0,0,6,63,6,8,1,1,13,72,0,0,0,0
3027,2593,1,0,0,0,00:00:52,29,60,38,69,1,1,19,43,7,11,3,6,23,49,6,11,0,0
3027,2593,2,0,0,0,00:04:25,19,24,39,52,1,1,14,19,5,5,0,0,3,5,3,3,13,16
3027,2593,3,0,0,0,00:02:14,29,56,46,83,2,2,23,49,5,6,1,1,22,45,1,1,6,10
3027,4289,1,0,0,0,00:00:00,28,73,34,80,0,1,10,51,12,14,6,8,22,63,6,10,0,0
3027,4289,2,0,0,0,00:00:00,15,24,37,52,0,0,12,21,1,1,2,2,6,10,0,0,9,14
3027,4289,3,0,0,0,00:00:00,32,64,41,75,0,0,19,47,9,12,4,5,28,58,1,3,3,3
3028,1089,1,0,0,0,00:01:20,12,22,20,30,2,3,6,16,3,3,3,3,6,11,4,8,2,3
3028,1089,2,0,0,0,00:00:14,9,30,11,32,0,1,4,24,5,6,0,0,6,23,3,7,0,0
3028,1089,3,0,0,0,00:00:45,3,8,4,9,1,1,3,8,0,0,0,0,0,2,3,6,0,0
3028,261,1,0,0,0,00:00:26,6,22,10,27,0,0,5,21,1,1,0,0,2,14,4,8,0,0
3028,261,2,0,0,0,00:00:06,26,60,27,61,0,0,18,49,2,2,6,9,24,51,2,9,0,0
3028,261,3,1,0,0,00:01:51,31,40,69,84,0,0,27,36,4,4,0,0,6,7,4,5,21,28
3029,4143,1,0,0,0,00:00:00,4,10,4,10,0,2,2,7,2,3,0,0,2,8,2,2,0,0
3029,978,1,0,1,0,00:00:40,5,12,7,14,0,0,3,9,2,3,0,0,3,10,1,1,1,1
3030,3312,1,0,0,0,00:00:19,2,3,2,3,1,1,2,3,0,0,0,0,2,3,0,0,0,0
3030,3568,1,0,0,0,00:00:00,4,7,4,7,0,0,3,5,1,2,0,0,3,5,1,2,0,0
3031,2690,1,0,0,1,00:00:36,14,33,18,37,0,0,3,14,3,6,8,13,14,32,0,0,0,1
3031,2690,2,0,0,0,00:02:47,13,30,29,48,0,2,2,15,5,6,6,9,3,16,10,14,0,0
3031,2690,3,0,1,0,00:03:37,29,32,48,52,1,2,23,26,6,6,0,0,1,3,3,4,25,25
3031,1350,1,1,1,0,00:00:25,13,47,14,48,0,0,8,36,1,1,4,10,10,43,0,1,3,3
3031,1350,2,0,0,0,00:00:00,5,20,10,25,0,0,1,14,4,4,0,2,3,18,2,2,0,0
3031,1350,3,0,0,0,00:00:00,4,8,5,9,0,0,0,4,3,3,1,1,1,4,3,4,0,0
3032,1304,1,0,1,0,00:02:54,10,23,26,40,1,5,7,20,3,3,0,0,5,16,4,6,1,1
3032,1304,2,0,0,0,00:02:30,7,25,13,31,3,5,2,20,5,5,0,0,2,19,5,5,0,1
3032,1304,3,0,0,0,00:03:24,10,22,20,33,3,6,9,19,1,3,0,0,4,10,2,7,4,5
3032,1845,1,1,0,0,00:00:33,13,40,17,44,0,0,8,32,5,7,0,1,4,27,6,6,3,7
3032,1845,2,0,0,0,00:00:11,16,47,19,50,0,0,6,35,10,12,0,0,11,38,5,9,0,0
3032,1845,3,0,0,0,00:00:23,9,38,11,40,0,0,6,35,3,3,0,0,5,31,4,7,0,0
3033,1423,1,0,0,0,00:00:00,6,12,6,12,0,0,4,9,2,3,0,0,6,12,0,0,0,0
3033,2645,1,1,0,0,00:00:07,12,18,13,19,0,0,12,18,0,0,0,0,7,13,0,0,5,5
3034,2967,1,0,0,0,00:02:41,17,25,24,32,1,2,12,18,5,6,0,1,0,2,3,3,14,20
3034,3889,1,0,0,0,00:00:00,2,5,4,7,0,0,0,3,2,2,0,0,2,4,0,1,0,0
3035,995,1,0,0,0,00:01:41,25,49,36,62,0,0,13,32,2,5,10,12,16,34,0,1,9,14
3035,995,2,0,0,0,00:01:44,30,42,34,47,1,1,13,23,3,4,14,15,19,30,1,1,10,11
3035,995,3,0,0,0,00:04:22,22,28,59,66,1,1,20,26,0,0,2,2,2,2,0,0,20,26
3035,956,1,0,0,0,00:00:00,9,61,14,66,0,0,8,55,1,5,0,1,8,60,1,1,0,0
3035,956,2,0,0,0,00:00:00,4,39,10,45,0,0,4,39,0,0,0,0,4,39,0,0,0,0
3035,956,3,0,0,0,00:00:00,0,4,27,34,0,0,0,4,0,0,0,0,0,4,0,0,0,0
3036,996,1,0,0,0,00:00:00,20,44,22,46,0,0,17,34,3,10,0,0,18,42,2,2,0,0
